mark_id,mark_text,mark_type,repository_path,usage_location,usage_context,user_visible,current_status,related_service,first_git_commit,first_commit_date,last_git_commit,last_commit_date,file_hash_sha256,evidence_limitations,notes
"TM-DOTCOM-002","말린오이닷컴","일반 문자","site.webmanifest","2-4; 33행","PWA 이름·설명 및 전체게시글 바로가기 설명","예 - 설치 UI 조건부","현재 사용","웹/PWA·게시판","96ff57881bed1966d57a9351397b9e113f28279c","2026-03-30T13:32:31+09:00","96ff57881bed1966d57a9351397b9e113f28279c","2026-03-30T13:32:31+09:00","NOT_APPLICABLE","실제 설치·배포 사실은 OWNER_INPUT_REQUIRED","www/site.webmanifest에 동일 내용 복제"
"TM-DOTCOM-003","말린오이닷컴","도형화 워드마크의 alt·참조","partials/header.html","198-203행","공유 헤더 로고 alt와 logo-word 이미지","예","현재 사용","사이트 공통 헤더","52d175bcbf85d05cb996d69d08c9c7db3970074a","2026-03-05T15:43:27+09:00","52d175bcbf85d05cb996d69d08c9c7db3970074a","2026-03-05T15:43:27+09:00","NOT_APPLICABLE","실제 배포 페이지는 OWNER_INPUT_REQUIRED","공유 헤더를 주입하는 루트 HTML 29개"
"TM-DOTCOM-004","말린오이닷컴","일반 문자","partials/footer.html","12행 alt; 65행 copyright","푸터 로고 alt와 저작권 문구","예","현재 사용","사이트 공통 푸터","52d175bcbf85d05cb996d69d08c9c7db3970074a","2026-03-05T15:43:27+09:00","52d175bcbf85d05cb996d69d08c9c7db3970074a","2026-03-05T15:43:27+09:00","NOT_APPLICABLE","법적 운영 주체·운영 시작일은 OWNER_INPUT_REQUIRED","운영자·브랜드 표시 성격"
"TM-DOTCOM-005","말린오이닷컴","일반 문자","login.html","6행 title; 31행 apple-mobile-web-app-title","로그인 페이지 제목","예","현재 사용","계정·로그인","69a00284e76584c64d34c9af5ed0198f72d13575","2026-02-24T17:46:29+09:00","69a00284e76584c64d34c9af5ed0198f72d13575","2026-02-24T17:46:29+09:00","NOT_APPLICABLE","실제 로그인 서비스 개시일은 OWNER_INPUT_REQUIRED","공유 헤더·푸터 사용"
"TM-DOTCOM-006","말린오이닷컴","일반 문자","account/signup.html","6행 title; 31행 apple-mobile-web-app-title","회원가입 페이지 제목","예","현재 사용","계정·회원가입","011d6c1bd07c399b9a2c75a02ba6dff2e53abe06","2026-03-01T19:38:57+09:00","011d6c1bd07c399b9a2c75a02ba6dff2e53abe06","2026-03-01T19:38:57+09:00","NOT_APPLICABLE","최초 회원가입·서비스 개시일은 OWNER_INPUT_REQUIRED","공유 헤더·푸터 사용"
"TM-DOTCOM-007","말린오이닷컴","일반 문자","posts-all.html","6행 title; 31행 apple-mobile-web-app-title","전체 게시글 페이지 제목","예","현재 사용","웹 커뮤니티·게시판","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","NOT_APPLICABLE","실제 게시 서비스 개시일은 OWNER_INPUT_REQUIRED","커뮤니티 서비스 표시"
"TM-DOTCOM-008","말린오이닷컴","일반 문자","post.html","6행 title; 30행 apple-mobile-web-app-title","게시물 상세 페이지 제목","예","현재 사용","웹 커뮤니티·게시판","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","NOT_APPLICABLE","실제 게시물 공개·운영 기록은 OWNER_INPUT_REQUIRED","동적 제목은 post-detail.js에서 확인"
"TM-DOTCOM-009","말린오이닷컴","일반 문자","write.html","6행 title; 30행 apple-mobile-web-app-title","새 글 쓰기 페이지 제목","예","현재 사용","웹 커뮤니티·게시판","f5fbd05a5b858ae9a5c48ac981c1d63e632d5011","2026-02-22T14:50:25+09:00","f5fbd05a5b858ae9a5c48ac981c1d63e632d5011","2026-02-22T14:50:25+09:00","NOT_APPLICABLE","실제 글 작성·서비스 개시일은 OWNER_INPUT_REQUIRED","커뮤니티 기능 표시"
"TM-DOTCOM-010","말린오이닷컴","일반 문자","store.html","6행 title; 30행 apple-mobile-web-app-title","상점 페이지 제목","예","현재 사용","사이트 내부 상점","9988266713f269989ff0ae15518b5fe454bfb663","2026-04-01T16:57:51+09:00","9988266713f269989ff0ae15518b5fe454bfb663","2026-04-01T16:57:51+09:00","NOT_APPLICABLE","실제 판매·주문·결제 발생은 OWNER_INPUT_REQUIRED","본문 제목은 말린오이 상점"
"TM-DOTCOM-011","말린오이닷컴","일반 문자","privacy.html","57-61; 119; 188; 205행","서비스명과 운영자 표기","예","현재 사용","사이트 운영","133bfa2de6017cbcb9890b325a8517421ea94e60","2026-05-23T16:26:27+09:00","133bfa2de6017cbcb9890b325a8517421ea94e60","2026-05-23T16:26:27+09:00","NOT_APPLICABLE","법적 운영자 정보와 실제 개시일은 OWNER_INPUT_REQUIRED","운영 문서"
"TM-DOTCOM-012","말린오이닷컴","일반 문자","mallin-plus.html","6행 title; 62행 앱·게임 소개","앱·게임 제작·제공 주체 표시","예","현재 사용","앱·게임 소개 허브","1a3bab9058eb425934b29892ee3aaf448672e673","2026-07-26T06:55:51+09:00","1a3bab9058eb425934b29892ee3aaf448672e673","2026-07-26T06:55:51+09:00","NOT_APPLICABLE","실제 제작·출시·운영 내역은 OWNER_INPUT_REQUIRED","말오닷+와 병기"
"TM-DOTCOM-013","말린오이닷컴","일반 문자","assets/js/modules/store-data.js","125-247행 artist","BGM 아티스트 표기","예 - BGM UI 렌더링 시","현재 사용","BGM·디지털 콘텐츠","54913deb011ea0a0bec8ae580cce970810e01433","2026-04-14T21:37:07+09:00","d334d7da75add04ea27a1353d1d7da242a723923","2026-08-02T13:31:14+09:00","NOT_APPLICABLE","제작자·권리자 법적 사실과 실제 공개일은 OWNER_INPUT_REQUIRED","13개 BGM 항목에서 확인"
"TM-DOTCOM-014","말린오이닷컴","일반 문자","assets/js/modules/pwa-install.js","122행 install prompt","PWA 설치 권유 문구","예 - 설치 안내 조건부","현재 사용","웹/PWA","400928c4c99b840be899a2c3968a14c9f4be5f92","2026-05-19T09:24:48+09:00","400928c4c99b840be899a2c3968a14c9f4be5f92","2026-05-19T09:24:48+09:00","NOT_APPLICABLE","실제 프롬프트 노출 기록은 OWNER_INPUT_REQUIRED","사용자 안내 문구"
"TM-DOTCOM-015","말린오이닷컴","일반 문자","assets/js/modules/post-detail.js","964행 document.title","게시물 제목과 결합되는 동적 페이지 제목","예","현재 사용","웹 커뮤니티·게시판","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","NOT_APPLICABLE","실제 게시물 공개·페이지 접근 기록은 OWNER_INPUT_REQUIRED","동적 title"
"TM-DOTCOM-016","말린오이닷컴","도형화 워드마크 이미지","images/logo-word.png","이미지 전체; partials/header.html 202행에서 참조","말린오이닷컴 도형화 워드마크","예","현재 사용","사이트 공통 헤더","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","c6990811d6ae1d922b58e4bd7dc57afbfbfdbbb5","2026-02-12T09:58:34+09:00","5c3a09903a47a507dd03fc770560404aa874be7baf74f84f53441ce517aeea17","공식 대표 로고·최초 공개일은 OWNER_INPUT_REQUIRED","PNG 1031x358 RGBA; 단순 보관 파일이 아니라 공유 헤더에서 참조"
"TM-DOTCOM-017","말린오이닷컴","도형화 워드마크 이미지 복제본","www/images/logo-word.png","이미지 전체; www/partials/header.html 202행에서 참조","Capacitor·배포용 워드마크 동일본","예 - 패키지·배포 조건부","확인 필요","Capacitor 웹 번들","155e232a89ead62e1750e8a68ebc01ce99eda153","2026-05-20T22:52:19+09:00","155e232a89ead62e1750e8a68ebc01ce99eda153","2026-05-20T22:52:19+09:00","5c3a09903a47a507dd03fc770560404aa874be7baf74f84f53441ce517aeea17","실제 패키징·배포 버전은 OWNER_INPUT_REQUIRED","원본과 규격·SHA-256 동일; 완료 보고 사용처 수에서는 중복 제외"
"TM-EN-001","MallinOi","일반 문자 후보","docs/ip/README.md","Work 역할의 조사 대상 표장 목록","IP 조사 대상 명칭으로만 기록","아니오","확인 필요","해당 없음 - 조사 문서","c4ba278944c7ae0d8f5e68f083827a6fa0ff16f8","2026-08-04T13:14:31+09:00","c4ba278944c7ae0d8f5e68f083827a6fa0ff16f8","2026-08-04T13:14:31+09:00","NOT_APPLICABLE","서비스 코드·화면의 실제 사용 근거가 아님; 외부 사용은 OWNER_INPUT_REQUIRED","정확한 철자는 서비스 코드·화면 검색 0건"
"TM-EN-002","com.mallinoi.calendar","영문 기술 식별자","capacitor.config.json","2행 appId","캘린더 앱 패키지 ID","아니오","현재 사용","캘린더 앱 기술 구성","155e232a89ead62e1750e8a68ebc01ce99eda153","2026-05-20T22:52:19+09:00","155e232a89ead62e1750e8a68ebc01ce99eda153","2026-05-20T22:52:19+09:00","NOT_APPLICABLE","사용자 화면의 MallinOi 문자표장 사용 근거가 아님","소문자 mallinoi 변형"
"TM-EN-003","mallinoi","영문 기술 식별자","android/app/src/main/res/values/strings.xml","6행 custom_url_scheme","Android 앱 URL scheme","아니오","현재 사용","캘린더 앱 기술 구성","48d9f88f8d87e329386ff3411ee743ac612806d1","2026-06-10T19:47:47+09:00","48d9f88f8d87e329386ff3411ee743ac612806d1","2026-06-10T19:47:47+09:00","NOT_APPLICABLE","URL scheme이며 사용자 표장 노출 근거가 아님","정확한 MallinOi 철자와 구분"
"TM-EN-004","com.mallinoi.cucumbergrow.dev","영문 기술 식별자","apps/cucumber-grow-mobile/capacitor.config.json","2행 appId","오이키우기 개발 앱 ID","아니오","확인 필요","오이키우기 모바일 개발 구성","7b03812b52474f1ddbc0910c85cd77c36a4786b2","2026-08-03T15:54:50+09:00","7b03812b52474f1ddbc0910c85cd77c36a4786b2","2026-08-03T15:54:50+09:00","NOT_APPLICABLE","개발용 기술 식별자이며 출시·표장 노출 근거가 아님","dev 접미사"
"TM-EN-005","mallin-oi-calendar","영문 기술 식별자","package.json","2행 package name","캘린더 프로젝트 패키지명","아니오","현재 사용","캘린더 개발 프로젝트","155e232a89ead62e1750e8a68ebc01ce99eda153","2026-05-20T22:52:19+09:00","155e232a89ead62e1750e8a68ebc01ce99eda153","2026-05-20T22:52:19+09:00","NOT_APPLICABLE","개발 패키지명이며 사용자 표장 노출 근거가 아님","하이픈 영문 변형"
"TM-EN-006","@mallinoi/cucumber-grow-mvp","영문 기술 식별자","games/cucumber-grow/package.json","2행 package name","오이키우기 개발 패키지명","아니오","현재 사용","오이키우기 웹 게임 개발","0eb19596145c31b36b27a2f6d2f2c1af2e0a5849","2026-07-27T20:06:16+09:00","0eb19596145c31b36b27a2f6d2f2c1af2e0a5849","2026-07-27T20:06:16+09:00","NOT_APPLICABLE","개발 패키지명이며 사용자 표장 노출 근거가 아님","소문자 mallinoi 변형"
"TM-EN-007","Mallinoi","영문 기술 식별자 변형","ios/App/MallinoiCalendarWidgets/MallinoiCalendarWidgets.swift","679행 MallinoiCalendarWidgetsBundle","iOS 타입명","아니오","현재 사용","캘린더 iOS 위젯 개발","48d9f88f8d87e329386ff3411ee743ac612806d1","2026-06-10T19:47:47+09:00","48d9f88f8d87e329386ff3411ee743ac612806d1","2026-06-10T19:47:47+09:00","NOT_APPLICABLE","소스 타입명이며 사용자 표장 노출 근거가 아님","대문자 O가 아닌 Mallinoi 변형"
"TM-DOMAIN-001","mallin-oi.com","도메인","CNAME","1행","정적 사이트 사용자 지정 도메인 설정","예 - 주소창 조건부","현재 사용","웹사이트 도메인","4c072956108a60a14eb60e576ef251af412f7022","2026-03-10T16:31:44+09:00","4c072956108a60a14eb60e576ef251af412f7022","2026-03-10T16:31:44+09:00","NOT_APPLICABLE","실제 도메인 소유·운영 기간은 OWNER_INPUT_REQUIRED","하이픈 도메인"
"TM-DOMAIN-002","mallin-oi.com","도메인","assets/app-version.json","3행 remoteConfigUrl","캘린더 앱 원격 설정 URL","예 - 네트워크 요청·링크 조건부","현재 사용","캘린더 앱 업데이트","dac7a6e4b528f31ad1a61cb37062a916216dea69","2026-07-06T14:46:35+09:00","dac7a6e4b528f31ad1a61cb37062a916216dea69","2026-07-06T14:46:35+09:00","NOT_APPLICABLE","실제 요청·응답·운영 기록은 OWNER_INPUT_REQUIRED","하이픈 도메인"
"TM-DOMAIN-003","mallin-oi.com","도메인","app-calendar.html","51행 사용방법 링크","캘린더 사용방법 게시글 링크","예 - 링크 목적지·상태 표시 조건부","현재 사용","캘린더 웹","e8e39e99fcaabbd8c032e115ac9541b5bd3aa3df","2026-07-06T14:38:01+09:00","e8e39e99fcaabbd8c032e115ac9541b5bd3aa3df","2026-07-06T14:38:01+09:00","NOT_APPLICABLE","실제 링크 접근·운영 기간은 OWNER_INPUT_REQUIRED","하이픈 도메인"
"TM-DOMAIN-004","mallinoi.com","도메인 변형","games/cucumber-grow/js/main.js","542행 지원 URL","오이키우기 외부 지원 링크","예 - 클릭 시","확인 필요","오이키우기 게임","7b03812b52474f1ddbc0910c85cd77c36a4786b2","2026-08-03T15:54:50+09:00","7b03812b52474f1ddbc0910c85cd77c36a4786b2","2026-08-03T15:54:50+09:00","NOT_APPLICABLE","CNAME의 하이픈 도메인과 관계·실제 운영은 OWNER_INPUT_REQUIRED","무하이픈 도메인"
"TM-DOMAIN-005","mallinoi.com","도메인 변형","games/cucumber-grow/js/native-bridge.js","1행 allowed external hosts","오이키우기 외부 링크 허용 호스트","아니오","확인 필요","오이키우기 게임 기술 구성","7b03812b52474f1ddbc0910c85cd77c36a4786b2","2026-08-03T15:54:50+09:00","7b03812b52474f1ddbc0910c85cd77c36a4786b2","2026-08-03T15:54:50+09:00","NOT_APPLICABLE","허용 목록이며 실제 도메인 운영·표장 노출 근거가 아님","www 무하이픈 호스트도 함께 허용"
"TM-LOGO-001","images/logo-word.png","로고 이미지 참조","assets/js/modules/layout-includes.js","132행 siteLogoWord src","공유 헤더 워드마크 경로 설정","예","현재 사용","사이트 공통 헤더","f8d1f61f5037de367e3fe2b655bf4150ac7f1f49","2026-04-13T17:38:48+09:00","f8d1f61f5037de367e3fe2b655bf4150ac7f1f49","2026-04-13T17:38:48+09:00","NOT_APPLICABLE","실제 페이지 배포·접속 기록은 OWNER_INPUT_REQUIRED","HTML 참조를 JavaScript에서도 유지"
"TM-LOGO-002","images/logo-word.png","로고 이미지 참조","sw.js","84행 precache list","워드마크 이미지 서비스 워커 캐시","아니오 - 캐시는 직접 표시 아님","현재 사용","웹/PWA 캐시","400928c4c99b840be899a2c3968a14c9f4be5f92","2026-05-19T09:24:48+09:00","400928c4c99b840be899a2c3968a14c9f4be5f92","2026-05-19T09:24:48+09:00","NOT_APPLICABLE","캐시 목록은 실제 화면 노출·접속 횟수 증명이 아님","현재 배포 자산 목록에 포함"
